# steps     Énergie totale     Température     Volume
0 -161264.9929 301.8491 658503.0000
5000 -164635.3130 302.4351 613759.8516
10000 -164861.2292 303.2130 610279.2706
15000 -165111.7841 300.8095 612307.3700
20000 -165034.1193 303.0113 611142.9034
25000 -165166.1926 301.8849 610147.3439
30000 -164777.5028 303.9514 610972.6864
35000 -164989.8140 302.6380 609876.7026
40000 -165240.7681 300.8193 610953.7434
45000 -164797.2271 300.8015 612399.2784
50000 -165162.4697 301.5248 609957.6998
55000 -164717.0326 303.9376 609276.2320
60000 -164489.1117 302.0112 610357.9478
65000 -164939.3818 302.9633 611711.4675
70000 -164653.9620 302.3798 610734.2173
75000 -165032.6783 303.4231 608989.8045
80000 -165199.7620 302.2975 613148.6153
85000 -164922.1265 303.3299 610699.2749
90000 -164591.0892 300.9368 613302.3933
95000 -164881.9535 303.4518 609435.1810
100000 -165033.0149 301.2029 611791.7124
105000 -164589.2595 302.8324 613053.9467
110000 -164966.9788 300.0468 612399.4650
115000 -165092.2615 302.2013 613834.3009
120000 -164778.9393 302.2140 612679.6058
125000 -165337.7968 299.5191 610311.7902
130000 -164963.9584 303.2299 611002.4431
135000 -164902.0647 304.4898 610793.0136
140000 -165112.1801 302.5596 610515.1507
145000 -164988.2394 301.1426 611315.7348
150000 -164962.6999 301.2933 611304.2274
155000 -164596.7834 303.9800 613608.6954
160000 -165104.6887 302.2801 613763.4529
165000 -165032.6185 303.0679 609600.4391
170000 -164560.2025 303.7579 613098.6223
175000 -164715.0158 301.2385 610587.9882
180000 -165137.0910 301.1682 613122.1210
185000 -164878.7316 301.8189 609660.5949
190000 -164832.0392 301.5826 611357.7011
195000 -164955.3498 302.5590 611726.7853
200000 -164612.3866 304.4178 610589.2431
205000 -164964.2384 303.9741 610238.2732
210000 -164775.8960 302.9742 609752.3036
215000 -165003.8165 300.2982 610135.7203
220000 -164950.3205 302.5268 612192.9556
225000 -165253.5203 301.8887 610916.5798
230000 -165092.7717 303.1514 609438.3415
235000 -164844.2120 301.5707 613112.7607
240000 -164729.7610 303.3705 610462.8520
245000 -164866.9566 304.0718 611888.0192
250000 -164834.6424 304.5050 610430.9350
255000 -164595.2776 302.9379 611646.9557
260000 -164497.3859 304.0818 610133.2818
265000 -164990.1994 301.9428 612379.8492
270000 -164563.0228 304.1941 611630.1555
275000 -164930.9434 303.0643 610670.1932
280000 -165048.3787 300.5697 610970.1401
285000 -164839.6841 301.6053 611746.1146
290000 -164704.1094 303.7820 611547.6367
295000 -165168.5685 301.5262 608938.5086
300000 -164459.6173 302.8687 612362.3623
305000 -165307.8405 302.2499 608177.2409
310000 -165243.6596 304.1103 609507.4417
315000 -165215.1058 302.1538 611177.6335
320000 -164953.0637 303.0693 609007.8173
325000 -165339.0614 302.7283 610668.4083
330000 -165033.6776 304.4913 612766.6587
335000 -165219.8625 303.0220 610265.3443
340000 -164970.0360 301.3062 609281.0167
345000 -165139.2304 302.5585 611026.4979
350000 -165059.8629 302.8606 609808.7482
355000 -164948.6960 304.1113 608592.2306
360000 -164838.0899 300.6712 612149.6957
365000 -165003.5365 303.7479 610500.3317
370000 -164604.5037 304.2480 611227.1493
375000 -165696.0159 300.7200 611063.5483
380000 -165154.3399 302.0905 611374.4101
385000 -164964.6071 302.3487 610399.4572
390000 -164749.6666 302.2081 611936.8212
395000 -164979.2267 302.2392 609966.1964
400000 -164721.2348 303.7514 612136.5474
405000 -165029.0689 301.7864 610103.2297
410000 -164955.7763 301.5127 612240.7545
415000 -165050.4315 303.0523 611703.5751
420000 -164966.4321 304.1505 609345.1019
425000 -164629.9530 302.9868 610740.1739
430000 -165046.6233 304.0919 611584.4462
435000 -164848.9390 302.0701 611608.0584
440000 -165049.9049 302.3525 610401.9082
445000 -164992.7935 302.2848 613018.7062
450000 -164723.9857 303.4034 612401.6196
455000 -165007.2069 302.6930 610604.1475
460000 -165026.8246 301.7525 610665.4183
465000 -165158.4730 300.7092 611858.4173
470000 -164480.0396 302.6829 611918.6712
475000 -164830.7493 303.1861 610466.4950
480000 -164892.1782 302.8649 610838.7889
485000 -164756.2086 300.3175 613096.8024
490000 -164914.7969 300.6713 613582.3415
495000 -164769.6369 304.2880 609994.9741
500000 -165352.8255 301.2815 612392.9103
1000000 -165354.1121 301.2711 612392.9103
1005000 -165358.4999 301.7139 609893.1793
1010000 -165237.8354 299.8912 611972.7482
1015000 -165029.9840 302.9193 611011.6459
1020000 -164728.1426 302.5856 610204.1716
1025000 -165172.9216 302.5518 609135.8112
1030000 -165169.7559 301.9159 611441.4164
1035000 -165321.6698 301.1797 612087.4132
1040000 -164852.7036 303.0522 610649.4871
1045000 -165440.6004 301.7690 608494.5747
1050000 -165483.3562 301.4750 610425.9567
1055000 -165333.4224 301.0541 610734.3088
1060000 -164627.4749 302.1354 611640.8382
1065000 -164718.9358 302.1340 612188.7163
1070000 -165068.8606 301.4577 609751.9848
1075000 -165082.8204 300.4128 611974.5393
1080000 -164437.8426 304.3176 612458.2463
1085000 -165249.4395 303.3332 610199.6740
1090000 -164896.1655 300.5485 609489.7613
1095000 -164859.6305 302.1931 611523.0543
1100000 -164945.2238 303.8488 609082.8584
1105000 -164969.9550 303.2835 609379.4537
1110000 -165131.4208 302.1692 610655.2572
1115000 -164570.4655 305.2454 611504.7451
1120000 -164673.6334 303.1624 611132.1441
1125000 -165126.8933 302.3291 610997.3938
1130000 -165799.4600 300.6581 609451.2792
1135000 -164600.9164 303.1779 611196.8363
1140000 -164706.6319 300.4872 611635.3905
1145000 -165317.0588 300.6028 610994.9512
1150000 -165087.0981 300.0188 612628.0584
1155000 -165158.0030 300.1531 609969.0793
1160000 -164954.4461 303.2533 608372.9969
1165000 -164903.6491 301.9662 610964.6740
1170000 -164721.7636 302.1519 610974.1095
1175000 -164657.6568 303.4323 611413.7556
1180000 -164888.1753 301.5802 611051.1803
1185000 -165363.2710 301.2265 611239.6713
1190000 -165195.5813 301.4312 609949.8562
1195000 -165261.1554 303.3060 610114.6796
1200000 -164971.7814 300.6476 609990.2332
1205000 -164699.3937 304.0883 611272.5389
1210000 -165193.9965 300.3412 610812.9622
1215000 -164836.1288 303.2328 610643.7523
1220000 -165519.4477 300.3547 611175.5084
1225000 -165220.3607 300.6231 611529.0654
1230000 -165314.9578 302.4712 609402.7221
1235000 -164606.9541 305.4200 612173.5820
1240000 -165051.2275 304.0769 610587.8342
1245000 -164783.5798 304.3362 609172.7241
1250000 -164982.3664 303.0527 610137.3032
1255000 -165440.1162 301.6397 609706.9423
1260000 -165235.3872 303.6707 610495.5216
1265000 -165345.6579 301.6465 610644.6378
1270000 -165269.2821 302.0849 612060.7625
1275000 -164745.3024 302.4955 610053.0580
1280000 -164949.1495 303.1218 610499.4126
1285000 -165008.3622 302.8403 611240.6663
1290000 -165005.6078 302.5369 611164.6641
1295000 -164862.6007 302.8508 612723.2229
1300000 -165397.6079 301.1566 611283.2237
1305000 -165472.5881 301.6962 609626.3958
1310000 -165076.3761 303.2770 611542.8405
1315000 -164706.3589 301.5651 611964.8573
1320000 -164946.7661 303.4361 611326.8705
1325000 -165166.2350 302.2284 609583.6901
